"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"000222021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"000012023";"07/03/2023";"Objetivo: O OBJETO DA PRESENTE LICITAÇÃO É A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM(ENFERMEIROS E TÉCNICOS DE ENFERMAGEM) PARA O HOSPITAL CENTRAL DO EXÉRCITO CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS."
"000222021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"000022024";"08/07/2024";"Objetivo: SUPRESSÃO DO CONTRATO 22/2021 CUJO OBJETO É A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM (ENFERMEIROS E TÉCNICOS DE ENFERMAGEM) PARA O HOSPITAL CENTRAL DO EXÉRCITO."
"000222021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"000032024";"06/11/2024";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A SUPRESSÃO DO CONTRATO 22/2021 CUJO OBJETO É A CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM (ENFERMEIROS E TÉCNICOS DE ENFERMAGEM) PARA O HOSPITAL CENTRAL DO EXÉRCITO."
"000222021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"000042024";"06/11/2024";"Objetivo: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENFERMAGEM (ENFERMEIROS E TÉCNICOS DE ENFERMAGEM) PARA O HOSPITAL CENTRAL DO EXÉRCITO CONFORME CONDIÇÕES."
"000222021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160322";"HOSPITAL CENTRAL DO EXERCITO";"000052025";"24/10/2025";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO POR MAIS 06 (SEIS) MESES"
"000012026";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000012026";"05/02/2026";"Objetivo: O PRESENTE TERMO TEM POR OBJETIVO A ALTERAÇÃO DO OBJETO CONTRATUAL COM O RESPECTIVO ACRÉSCIMO DE VALOR, COM FULCRO NO ARTIGO 124, INCISO I, ALÍNEA 'B' DA LEI N° 14.133/2021."
"000442025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000012026";"30/01/2026";"Objetivo: O PRESENTE TERMO TEM POR OBJETIVO A ALTERAÇÃO DO OBJETO CONTRATUAL COM O RESPECTIVO ACRÉSCIMO DE VALOR, COM FULCRO NO ARTIGO 124, INCISO I, ALÍNEA 'B' DA LEI N° 14.133/2021."
"000082025";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160474";"4 BATALHAO DE INFANTARIA MECANIZADO";"000012026";"";"Objetivo: PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DO CONTRATO Nº 08/2025, POR MAIS 30 DIAS, A PARTIR DO RECEBIMENTO DA ORDEM DE SERVIÇO, FORMALIZANDO A PASSAGEM PARA A SEGUNDA FASE DA PRESTAÇÃO DE SERVIÇO DE ADEQUAÇÃO DAS INSTALAÇÕES DO ANTIGO 39º BIL PARA A 1º CIA AC MEC, CONFORME CRONOGRAMA APRESENTADO PELA CONTRATADA NA CLÁUSULA SEGUNDA DO CONTRATO ADMINISTRATIVO Nº 08/2025."
"001482021";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160498";"2º BATALHAO DE INFANTARIA LEVE";"000012026";"21/01/2026";"Objetivo: PRESTAÇÃO DE SERVIÇOS DIAGNÓSTICO MÉDICO POR IMAGEM"
"001502022";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160498";"2º BATALHAO DE INFANTARIA LEVE";"000012026";"21/01/2026";"Objetivo: ORTHOCLÍNICA LTDA."
"000502024";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168006";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"000012025";"08/01/2026";"Objetivo: 1º TERMO ADITIVO AO CONTRATO Nº 50/2024/FJF CUJO OBJETO É A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA POR 12 MESES."
"000112025";"46000";"Ministério da Gestão e da Inovação em Ser";"46000";"Ministério da Gestão e da Inovação em Ser";"170055";"SUPERINTENDENCIA REG.ADM.DO MGI-PERNAMBUCO";"000012026";"02/03/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A ALTERAÇÃO QUALITATIVA DO CONTRATO ADMINISTRATIVO 11/2025, INCLUINDO À CLÁUSULA NONA - OBRIGAÇÕES DO CONTRATADO, OS SEGUINTES ITENS: A CONTRATADA SE OBRIGA A EXIGIR, DE FORMA INCONDICIONAL, QUE TODOS OS SEUS EMPREGADOS, PREPOSTOS, SUBCONTRATADOS E QUAISQUER COLABORADORES QUE, DIRETA OU INDIRETAMENTE, VENHAM A TER ACESSO A INFORMAÇÕES, DADOS, SISTEMAS, PROCESSOS OU DOCUMENTOS DE NATUREZA SIGILOSA, CONFIDENCIAL, SENSÍVEL OU RESTRITA DO CONTRATANTE, ASSINE"
"000282025";"25000";"Ministério da Fazenda";"25801";"Receita Federal do Brasil";"170116";"SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"000012026";"23/02/2026";"Objetivo: REDUÇÃO DA JORNADA DE TRABALHO DO POSTO DE SERVENTE DE 44 (QUARENTA E QUATRO) HORAS PARA 40 (QUARENTA) HORAS SEMANAIS"
"000292025";"25000";"Ministério da Fazenda";"25801";"Receita Federal do Brasil";"170116";"SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"000012026";"26/02/2026";"Objetivo: REDUÇÃO DA JORNADA DE TRABALHO, DE 44 PARA 40 HORAS SEMANAIS, DO POSTO DE SERVENTE, NA FORMA DO ART. 4º DO DECRETO Nº 12.174, DE 11 DE SETEMBRO DE 2024, E DA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 190, DE 5 DE DEZEMBRO DE 2024, ALTERADA PELA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 381, DE 17 DE SETEMBRO DE 2025"
"000332025";"25000";"Ministério da Fazenda";"25208";"Superintendência de Seguros Privados";"173039";"SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"000012026";"25/03/2026";"Objetivo: O PRESENTE ADITIVO VISA DILATAR O PRAZO DE VIGÊNCIA DO CONTRATO FIRMADO ENTRE A SUSEP E A UFRJ COM INTERVENIÊNCIA DA COPPETEC, EM MAIS 09 (NOVE) MESES, A CONTAR A PARTIR DE 23/03/2026, PASSANDO O SEU TÉRMINO PARA 23/12/2026."
"000342025";"25000";"Ministério da Fazenda";"25208";"Superintendência de Seguros Privados";"173039";"SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ";"000012026";"31/03/2026";"Objetivo: O PRESENTE ADITIVO VISA DILATAR O PRAZO DE VIGÊNCIA DO CONTRATO FIRMADO ENTRE A SUSEP E A UFRJ COM INTERVENIÊNCIA DA COPPETEC, EM MAIS 02 (DOIS) MESES, A CONTAR A PARTIR DE 29/03/2026, PASSANDO O SEU TÉRMINO PARA 29/05/2026 ACRESCENTANDO PARA ESSE PERÍODO O VALOR DE R$37.500,00."
"100852025";"25201";"Banco Central do Brasil - Orçamento Fiscal e";"25201";"Banco Central do Brasil - Orçamento Fiscal e";"179087";"BANCO CENTRAL DO BRASIL";"000012026";"12/01/2026";"Objetivo: CORREÇÃO DA DATA DE INÍCIO DA VIGÊNCIA DO CONTRATO, PELO QUE O ITEM 2.1 DA CLÁUSULA SEGUNDA DO CONTRATO PASSA A TER A SEGUINTE REDAÇÃO: '2.1. O PRAZO DE VIGÊNCIA DA CONTRATAÇÃO É DE 5 (CINCO) ANOS CONTADOS DO DIA 17 DE DEZEMBRO DE 2025, PRORROGÁVEL SUCESSIVAMENTE POR ATÉ 10 ANOS, NA FORMA DOS ARTIGOS 106 E 107 DA LEI N° 14.133, DE 2021.'"
"000072025";"28000";"Ministério do Desenvolvimento, Indústria, C";"30203";"Instituto Nacional de Metrologia, Qualidade e";"183025";"SUPERINTENDENCIA DO INMETRO NO ESTADO DE GOIA";"000012026";"30/03/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO REDUZIR A JORNADA DE TRABALHO DE 44 HORAS PARA 40 HORAS SEMANAIS DOS SEGUINTES SERVIÇOS CONTÍNUOS, OBJETO DO CONTRATO Nº 007/2025, NA FORMA DO ART. 4º DO DECRETO Nº 12.174, DE 11 DE SETEMBRO DE 2024, E DA INSTRUÇÃO NORMATIVA SEGES/MGI Nº 190, DE 5 DE DEZEMBRO DE 2024."
"001082025";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000162026";"04/03/2026";"Objetivo: O OBJETO DESTE TERMO ADITIVO: RETIFICAR, A CLÁUSULA SÉTIMA (REAJUSTE) DO CONTRATO DNOCS Nº 108/2025 (SEI Nº 2066081) COM FUNDAMENTO NA CELEBRAÇÃO DO TERMO ADITIVO Nº 163/2025/DG (SEI Nº 2059790) QUE TEVE O OBJETIVO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS Nº 20/2024 (SEI Nº 1824646) E A ALTERAÇÃO DA CLÁUSULA SÉTIMA (REAJUSTE)."
"001252025";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000132026";"03/03/2026";"Objetivo: O OBJETO DESTE TERMO ADITIVO: RETIFICAR, A CLÁUSULA SÉTIMA (REAJUSTE) DO CONTRATO DNOCS Nº 125/2025 (SEI Nº 2066729) COM FUNDAMENTO NA CELEBRAÇÃO DO TERMO ADITIVO Nº 163/2025/DG (SEI Nº 2059790) QUE TEVE O OBJETIVO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS Nº 20/2024 (SEI Nº 1824646) E A ALTERAÇÃO DA CLÁUSULA SÉTIMA (REAJUSTE)."
"001282025";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000362026";"26/03/2026";"Objetivo: RETIFICAR, A CLÁUSULA SÉTIMA (REAJUSTE) DO CONTRATO DNOCS Nº 128/2025 (SEI Nº 2066839) COM FUNDAMENTO NA CELEBRAÇÃO DO TERMO ADITIVO Nº 164/2025/DG (SEI Nº 2059797) QUE TEVE O OBJETIVO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS Nº 20/2024 (SEI Nº 1824646) E A ALTERAÇÃO DA CLÁUSULA SÉTIMA (REAJUSTE)."
"001292025";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000182026";"04/03/2026";"Objetivo: O OBJETO DESTE TERMO ADITIVO: RETIFICAR, A CLÁUSULA SÉTIMA (REAJUSTE) DO CONTRATO DNOCS Nº 129/2025 (SEI Nº 2066844) COM FUNDAMENTO NA CELEBRAÇÃO DO TERMO ADITIVO Nº 164/2025/DG (SEI Nº 2059797) QUE TEVE O OBJETIVO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS Nº 20/2024 (SEI Nº 1824646) E A ALTERAÇÃO DA CLÁUSULA SÉTIMA (REAJUSTE)."
"001352025";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000172026";"04/03/2026";"Objetivo: O OBJETO DESTE TERMO ADITIVO: RETIFICAR, A CLÁUSULA SÉTIMA (REAJUSTE) DO CONTRATO DNOCS Nº 135/2025 (SEI Nº 2066960) COM FUNDAMENTO NA CELEBRAÇÃO DO TERMO ADITIVO Nº 164/2025/DG (SEI Nº 2059797) QUE TEVE O OBJETIVO A PRORROGAÇÃO DO PRAZO DE VIGÊNCIA DA ATA DE REGISTRO DE PREÇOS Nº 20/2024 (SEI Nº 1824646) E A ALTERAÇÃO DA CLÁUSULA SÉTIMA (REAJUSTE)."
"000082025";"44000";"Ministério do Meio Ambiente e Mudança do Cl";"20701";"Instituto Brasileiro do Meio Ambiente e dos R";"193103";"IBAMA - SUPERINTENDENCIA DA BAHIA/BA";"000012026";"01/04/2026";"Objetivo: ACRÉSCIMO QUANTITATIVO CONSISTENTE EM ADICIONAR 01 (UM) POSTO DE VIGILÂNCIA MODALIDADE ARMADA 12X36 HORAS, PERÍODO DIURNO, DE 2ª A DOMINGO, ENVOLVENDO 2 VIGILANTES E 01 (UM) POSTO DE VIGILÂNCIA MODALIDADE ARMADA 12X36 HORAS, PERÍODO NOTURNO, DE 2ª A DOMINGO, ENVOLVENDO 2 VIGILANTES, NO EDIFÍCIO CARLOS PEREIRA FILHO, LOCALIZADO NA PRAÇA CAIRU, S/N, BAIRRO CENTRO, NO MUNICÍPIO DE ILHÉUS, ESTADO DA BAHIA, PARA ATENDIMENTO ÀS DEPENDÊNCIAS DA UNIDADE TÉCNICA DO IBAMA EM ILHÉUS/BA, O QUE EQUIV"
"000942025";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200109";"POLICIA RODOVIARIA FEDERAL";"000012026";"12/02/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A ALTERAÇÃO DO ITEM ORIGINALMENTE PREVISTO NO CONTRATO ADMINISTRATIVO Nº 94/2025 (SEI Nº 70573408), SUBSTITUINDO-SE  A MARCA/MODELO - MITSUBISHI/L200 TRITON SPORT GLS PLUS PELO MODELO ATUALIZADO MARCA/MODELO - MITSUBISHI TRITON GL 4X4 AT, CONFORME PROPOSTA ATUAL DA CONTRATADA. A SUBSTITUIÇÃO ORA FORMALIZADA ENCONTRA-SE DEVIDAMENTE JUSTIFICADA NO PROCESSO ADMINISTRATIVO, CONFORME DECISÃO ADMINISTRATIVA Nº 51/2026/CGAN (SEI Nº 71427272), TENDO EM VISTA A I"
"001002025";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200109";"POLICIA RODOVIARIA FEDERAL";"000012026";"22/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A ALTERAÇÃO DO ITEM ORIGINALMENTE PREVISTO NO CONTRATO ADMINISTRATIVO Nº 100/2025, SUBSTITUINDO-SE O MODELO DO EQUIPAMENTO ABAFADOR ELETRÔNICO DE PROTEÇÃO AUDITIVA M20T PELO MODELO ATUALIZADO M20T PRO, CONFORME PROPOSTA ATUAL DA CONTRATADA. A SUBSTITUIÇÃO ORA FORMALIZADA ENCONTRA-SE DEVIDAMENTE JUSTIFICADA NO PROCESSO ADMINISTRATIVO, CONFORME DECISÃO ADMINISTRATIVA Nº 16/2026/CGAN, TENDO EM VISTA A IMPOSSIBILIDADE DE FORNECIMENTO DO ITEM ORIGINALMENTE P"
"002602025";"30000";"Ministério da Justiça e Segurança Pública";"30911";"Fundo Nacional de Segurança Pública";"200331";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"000012026";"18/02/2026";"Objetivo: ALTERAÇÃO QUALITATIVA DO CONTRATO Nº 260/2025 (34147728), CONTEMPLANDO-SE NESSA OCASIÃO A SUBSTITUIÇÃO DO MODELO DJI MATRICE 350 RTK ? PELO NOVO MODELO EQUIPAMENTO DJI MATRICE 400 RTK, NOS TERMOS DO ART. 124, INCISO II, ALÍNEA 'B' DA LEI Nº 14.133/2021 DE 1º DE ABRIL DE 2021."
"000282025";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254450";"ESCOLA NAC. DE SAUDE PUBLICA SERGIO AROUCA";"000012026";"19/02/2026";"Objetivo: Acréscimo de 25% (vinte cinco por cento) do valor inicial do Contrato, com fundamento art. 125 da Lei 14.133/2021"
"008472025";"39000";"Ministério dos Transportes";"39252";"Departamento Nacional de Infraestrutura de Tr";"393012";"SUPERINTENDENCIA REG. NO ESTADO RS - DNIT";"000012026";"23/01/2026";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO FORMALIZAR A ERRATA DO VALOR DO CONTRATO CONFORME O RESULTADO DE JULGAMENTO DO PREGÃO N.º 90429/2025-10 - UASG 393012, PUBLICADO NO DIÁRIO OFICIAL DA UNIÃO (D.O.U.) Nº 241, DE 18 DE DEZEMBRO DE 2025. DESTA FORMA, NA CLÁUSULA QUINTA - DO PREÇO DO CONTRATO ORIGINAL N.º 10 00847/2025 (SEI 23528841), ONDE SE LÊ 56.430.000,00 (CINQUENTA E SEIS MILHÕES QUATROCENTOS E TRINTA MIL REAIS), LEIA-SE R$ 56.429.996,96 (CINQUENTA E SEIS MILHÕES, QUATROCENTOS E VINTE "
"008182025";"39000";"Ministério dos Transportes";"39252";"Departamento Nacional de Infraestrutura de Tr";"393029";"SUPERINTENDENCIA REG. NO ESTADO PE - DNIT";"000012026";"16/01/2026";"Objetivo: RETIFICAÇÃO E RERRATIFICAÇÃO DA CLÁUSULA PRIMEIRA DO CONTRATO Nº 818/2025 ONDE SE LÊ: 'RODOVIA: BR-101/PE' LEIA-SE: 'RODOVIA: BR-408/PE'"
"003872024";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"786700";"HOSPITAL NAVAL DE LADARIO";"387012025";"09/01/2026";"Objetivo: PRORROGAÇÃO CONTRATUAL 86700/2018-387/01"
